location,city,state,city_primary,audience_segment,creative_size,creative_messaging,state_raw,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>B2B>B2B Decision Maker Responsibilities>Television providers>services,300x250,Subscribe Today - 10% Discount,Florida,streetinsider.com,Google Ad Manager,Windows PC,56737,145,41296,53472,5,2028.370144
"West Palm Beach-Ft. Pierce, Florida",West Palm Beach-Ft. Pierce,Florida,West Palm Beach,"US>B2B>Purchase DM>Technology Services, Hardware and>or Software>I make the final decision with input from staff>management",300x250,10% Discount - Ends 6/1,Florida,taboolanews.com,TripleLift,Smartphone,217824,560,75089,179723,16,1451.808544
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Auto Buyers>Category>Van,320x50,Sign up Today - 10% Off,Illinois,tasteofhome.com,Google Ad Manager,Smartphone,9153,23,4345,8376,14,5007.525805
"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,Champaign,Online Behavior>United States>B2B>Occupation>Broker,320x50,Sign up Now - 10% Off,Illinois,tastesbetterfromscratch.com,BidSwitch,Smartphone,21962,120,10702,21034,11,6404.003128
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Online Behavior>United States>The Changing Consumer>DIY,320x50,Sign up Today - 10% Off,Michigan,techradar.com,Google Ad Manager,Smartphone,12161,20,6284,10919,4,7273.265988
"San Francisco, California",San Francisco,California,San Francisco,US>Reach>Propensity Models>Hobbies and Interest>Sports>Canoeing>Kayaking,300x250,Subscribe Today - 10% Discount,California,thebigmansworld.com,BidSwitch,Smartphone,10653,68,5263,9921,11,2641.478397
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>Nissan,300x250,Sign up Today - 10% Off,Illinois,thefinancechatter.com,BidSwitch,Smartphone,7691,0,3890,5905,1,5927.806788
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Banking>Debit and Checking Services,300x250,Subscribe Today - 10% Discount,Illinois,thegamer.com,BidSwitch,Smartphone,8362,31,5959,7947,7,6997.468963
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,OnAudience>Interest>Society,300x50,Subscribe Today - 10% Discount,Florida,thehulltruth.com,PubMatic,Smartphone,7531,10,3059,6523,1,1937.058388
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>Fiat,300x250,10% Discount - Ends 6/1,Illinois,thekrazycouponlady.com,Magnite DV+,Smartphone,11417,78,1387,9924,9,6206.637108
"San Francisco, California",San Francisco,California,San Francisco,Mobile>US>Automotive>Repair & Oil Change>Intend,320x50,Subscribe Today - 10% Discount,California,therighthairstyles.com,Index Exchange,Smartphone,9157,60,4520,8037,2,1449.177804
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Home Renovation>Home Renovators,300x250,Sign up Now - 10% Off,Illinois,thesaltymarshmallow.com,Google Ad Manager,Smartphone,15547,70,7615,14939,3,1767.464456
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>News>Politics,320x50,Sign up Today - 10% Off,New York,thesaurus.com,Google Ad Manager,Smartphone,55445,155,4565,53407,36,7948.480752
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Life Event>Job Search,320x50,10% Discount - Ends 6/1,New York,thesaurus.com,Google Ad Manager,Smartphone,18081,44,4545,15617,15,6522.637526
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Food and Drink>Restaurants>Fine Dining,300x250,Sign up Now - 10% Off,New York,thesaurus.com,Google Ad Manager,Windows PC,95655,275,9202,85273,24,6189.416082
"Shreveport, Louisiana",Shreveport,Louisiana,Shreveport,US>Brand Propensities>Apparel>Lady Foot Locker Buyer Propensity,300x250,Subscribe Today - 10% Discount,Louisiana,thesaurus.com,PubMatic,Windows PC,57257,167,3797,51520,1,1841.358126
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Demographic>Household Income $50k+,300x50,10% Discount - Ends 6/1,Tennessee,thesaurus.com,Magnite DV+,Smartphone,20417,86,1016,13468,5,1805.600513
"Chicago, Illinois",Chicago,Illinois,Chicago,Mobile>US>Food>Restaurant>Brand>Red Lobster,300x250,Sign up Today - 10% Off,Illinois,thesaurus.com,BidSwitch,Smartphone,57917,212,3650,55128,5,1669.728905
"San Francisco, California",San Francisco,California,San Francisco,"US>B2B>B2B Decision Maker Responsibilities>Print, Copy or Photo Services",300x250,Subscribe Today - 10% Discount,California,thesaurus.com,Google Ad Manager,Smartphone,141157,420,8280,107935,4,1631.782949
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Face and Body Care>Hygiene and Toiletries,300x250,Sign up Now - 10% Off,Illinois,the-sun.com,OpenX,Smartphone,247106,750,159618,233150,32,7629.94427
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Banking>Savings Accounts,300x250,Subscribe Today - 10% Discount,Illinois,the-sun.com,Google Ad Manager,Smartphone,357707,951,203987,338107,74,6749.202353
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 25-64,300x250,10% Discount - Ends 6/1,Illinois,the-sun.com,Index Exchange,Apple PC,48707,185,25182,44696,13,5600.355643
"Rockford, Illinois",Rockford,Illinois,Rockford,Mobile>US>Gamers>Online>Users,320x50,Subscribe Today - 10% Discount,Illinois,the-sun.com,Magnite DV+,Smartphone,16372,90,4731,15332,9,1704.511123
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,US>Interest Propensities>Activities and Interests>Buying and Selling Homes>Real Estate,300x250,Subscribe Today - 10% Discount,Florida,the-sun.com,Google Ad Manager,Smartphone,14799,59,1403,13410,9,1693.760435
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,OnAudience>Interest>Shopping>Luxurious Brands,320x50,10% Discount - Ends 6/1,Florida,the-sun.com,Google Ad Manager,Smartphone,97346,790,44118,91080,19,1657.56487
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 55-64,320x50,Sign up Today - 10% Off,New York,timeanddate.com,Yahoo Exchange,Smartphone,44361,166,36040,40684,17,5048.852553
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Restaurants,300x250,10% Discount - Ends 6/1,Tennessee,timeanddate.com,Google Ad Manager,Smartphone,12280,40,9613,11247,4,1765.39871
"Los Angeles, California",Los Angeles,California,Los Angeles,OnAudience>Interest>Hobbies & Interests>Art,300x250,Subscribe Today - 10% Discount,California,timeanddate.com,Magnite DV+,Windows PC,22934,81,18536,21019,5,1711.106338
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Autos and Vehicles>Brands>Peugeot,320x50,10% Discount - Ends 6/1,Illinois,todaysnyc.com,Google Ad Manager,Smartphone,17317,68,8055,12724,12,5668.857079
"New York City, New York",New York City,New York,New York City,OnAudience>Interest,300x250,Sign up Today - 10% Off,New York,tomsguide.com,Magnite DV+,Smartphone,11343,69,5900,10175,3,2178.153775
"Peoria-Bloomington, Illinois",Peoria-Bloomington,Illinois,Peoria,Real Estate>Property Type>Residential,300x250,10% Discount - Ends 6/1,Illinois,tomsguide.com,Google Ad Manager,Apple PC,11043,125,4547,9666,13,1858.132171
"Los Angeles, California",Los Angeles,California,Los Angeles,Media Source>LBDigital>Open For Business B2B,320x50,Sign up Now - 10% Off,California,tomsguide.com,OpenX,Smartphone,21737,80,11206,19459,4,1521.576648
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Life Event>Home Buying,300x250,Subscribe Today - 10% Discount,New York,topclassactions.com,PubMatic,Smartphone,9362,39,5202,8928,6,7312.492757
"Memphis, Tennessee",Memphis,Tennessee,Memphis,OnAudience>Intent>Baby & Toddler,300x250,Sign up Now - 10% Off,Tennessee,topclassactions.com,Index Exchange,Windows PC,16628,70,7974,15969,13,1665.965851
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>Beauty and Fitness>Fitness>Fitness Equipment and Accessories,300x250,Sign up Now - 10% Off,Florida,travelerdreams.com,Google Ad Manager,Windows PC,24875,67,14213,23455,8,4652.242051
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,US Buying Channel Preference>Online,320x50,Sign up Now - 10% Off,Michigan,travelerdreams.com,BidSwitch,Smartphone,10707,57,6300,10089,3,1603.859264
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Validated Demographic>Age>65 or older,320x50,10% Discount - Ends 6/1,Tennessee,tripadvisor.com,Yieldmo,Smartphone,10386,65,5876,10048,15,4439.838064
"New York City, New York",New York City,New York,New York City,US>Made In America Audience,320x50,Sign up Now - 10% Off,New York,upworthy.com,PubMatic,Smartphone,16137,40,7938,14030,4,1835.048738
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Shopping>Drug Stores>Walgreens,300x50,Subscribe Today - 10% Discount,New York,usatoday.com,Google Ad Manager,Smartphone,39373,99,23152,35857,17,6342.885786
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 25 or older,320x50,Subscribe Today - 10% Discount,Illinois,usatoday.com,OpenX,Smartphone,47016,199,12210,38039,13,5974.87508
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Auto Buyers>Type>Crossover,320x50,Sign up Now - 10% Off,Illinois,usatoday.com,Google Ad Manager,Smartphone,25539,78,12130,24129,15,4804.493233
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Auto Buyers>Car Make>Peugeot,300x250,Sign up Today - 10% Off,New York,usatoday.com,Google Ad Manager,Smartphone,186404,940,30885,151358,3,4702.027505
"Jackson, Mississippi",Jackson,Mississippi,Jackson,Purchase Behaviors>Q2 Spring Cleaners,320x50,Subscribe Today - 10% Discount,Mississippi,usatoday.com,BidSwitch,Smartphone,19549,84,6187,17166,2,1844.986921
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Mobile>US>Automotive>Vehicle Ownership>Brand>BMW,320x50,10% Discount - Ends 6/1,Tennessee,uscellular.com,BidSwitch,Smartphone,17561,50,2960,9953,10,1519.90401
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Mobile>US>Food>Restaurant>Brand>Krispy Kreme,300x50,10% Discount - Ends 6/1,Michigan,usnews.com,PubMatic,Smartphone,13608,66,2714,9332,1,1762.663235
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Arts and Entertainment>Events and Listings>Concerts and Music Festivals,300x50,Sign up Today - 10% Off,Illinois,usssa.com,Google Ad Manager,Smartphone,446774,951,196581,379758,33,6956.627366
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Home and Garden>Yard and Patio,300x250,Subscribe Today - 10% Discount,California,w3schools.com,Index Exchange,Smartphone,11607,184,5218,10763,12,6909.732318
"New York City, New York",New York City,New York,New York City,US>Sociodemographic>PRIZM Premier Lifestage>F2 Young Accumulators,300x50,Subscribe Today - 10% Discount,New York,w3schools.com,Index Exchange,Smartphone,72117,187,9807,68568,16,1702.317206
"Birmingham, Alabama",Birmingham,Alabama,Birmingham,OnAudience>Interest>Food & Drink,300x250,10% Discount - Ends 6/1,Alabama,w3schools.com,Google Ad Manager,Windows PC,38070,146,15253,35453,8,1653.510777
"New York City, New York",New York City,New York,New York City,US>Brand Propensities>Travel>MGM Resorts International Buyer Propensity,300x50,Subscribe Today - 10% Discount,New York,w3schools.com,BidSwitch,Smartphone,32400,87,5152,30383,9,1522.352623
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Law and Government>Legal,320x50,10% Discount - Ends 6/1,Illinois,washingtonpost.com,Xandr - Monetize SSP (AppNexus),Smartphone,9867,30,6867,9347,12,6839.569086
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Sports>College Sports,300x250,Sign up Now - 10% Off,California,weather.com,Magnite DV+,Smartphone,1109184,3142,83035,782482,25,7490.860779
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>B2B>Occupation>Entrepreneur,320x50,10% Discount - Ends 6/1,California,weather.com,PubMatic,Smartphone,686858,2085,81956,624118,19,7467.081487
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Food and Drink>Cooking and Recipes,300x50,Sign up Today - 10% Off,Illinois,weather.com,BidSwitch,Smartphone,40929,142,9249,31564,8,6764.520637
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Online Communities>Dating and Personals,320x50,Sign up Today - 10% Off,Tennessee,weather.com,Google Ad Manager,Smartphone,39844,99,11077,30190,9,6367.869929
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>Intent>Shopping>CPG>General� Home Care,320x50,Subscribe Today - 10% Discount,Florida,weather.com,Google Ad Manager,Smartphone,210700,704,94625,180681,3,6341.879301
"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,Tallahassee,Online Behavior>United States>Intent>Financial Intent>Insurance>Auto,320x50,Sign up Today - 10% Off,"Florida-Thomasville, Georgia",weather.com,PubMatic,Smartphone,42884,104,4345,25153,9,6322.152655
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Auto Buyers>Car Make>Jeep,300x250,Sign up Today - 10% Off,New York,weather.com,Smart RTB+ (Smartadserver),Windows PC,96779,299,9831,63640,12,6317.510754
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Travel>Specialty Travel,300x250,Sign up Today - 10% Off,Illinois,weather.com,Google Ad Manager,Smartphone,182114,500,14477,139167,29,6307.900751
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Hobbies and Leisure>Clubs and Organizations,300x50,Subscribe Today - 10% Discount,Illinois,weather.com,Google Ad Manager,Smartphone,207823,600,33602,167814,13,6048.955611
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Autos and Vehicles>Brands>Kia,300x50,Subscribe Today - 10% Discount,California,weather.com,Google Ad Manager,Smartphone,257862,700,105048,238629,21,5899.429483
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Internet and Telecom>Search Engines,300x250,10% Discount - Ends 6/1,Illinois,weather.com,PubMatic,Windows PC,26439,95,7093,19681,7,5330.781969
"Lansing, Michigan",Lansing,Michigan,Lansing,Online Behavior>United States>Internet and Telecom>Web Portals,320x50,10% Discount - Ends 6/1,Michigan,weather.com,Google Ad Manager,Smartphone,96508,351,47065,73640,15,5310.769572
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Validated Demographic>Age>25-54,300x250,Subscribe Today - 10% Discount,New York,weather.com,Google Ad Manager,Smartphone,198163,469,76695,183585,31,5204.313768
"Charleston, South Carolina",Charleston,South Carolina,Charleston,Online Behavior>United States>Hobbies and Leisure>Water Activities,320x50,Sign up Now - 10% Off,South Carolina,weather.com,Google Ad Manager,Smartphone,156427,512,61821,145505,3,5159.747494
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Finance>Insurance>Travel Insurance,300x250,10% Discount - Ends 6/1,Tennessee,weather.com,Magnite DV+,Smartphone,61574,280,18717,46367,8,4999.665205
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Intent>Services>Restaurants,300x250,Sign up Now - 10% Off,California,weather.com,Google Ad Manager,Apple PC,29856,111,7664,21698,9,4851.394446
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Travel>Future Travel,300x250,Sign up Now - 10% Off,Illinois,weather.com,Google Ad Manager,Smartphone,100991,286,56138,88836,9,4652.367629
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Intent>Shopping>CPG>General� Cosmetics,320x50,Subscribe Today - 10% Discount,Illinois,weather.com,Google Ad Manager,Smartphone,43327,140,4689,31363,14,4554.876884
"San Francisco, California",San Francisco,California,San Francisco,Online Behavior>United States>Travel>Travel Guides and Travelogues,320x50,Subscribe Today - 10% Discount,California,weather.com,Google Ad Manager,Smartphone,212009,555,16903,149653,15,3983.621797
"Tampa-St Petersburg (Sarasota), Florida",Tampa-St Petersburg (Sarasota),Florida,Tampa,Online Behavior>United States>The Changing Consumer>Pet Adoption,300x250,Subscribe Today - 10% Discount,Florida,weather.com,Google Ad Manager,Apple PC,45668,130,16872,32085,9,3444.202946
"New York City, New York",New York City,New York,New York City,Media and Entertainment,320x50,10% Discount - Ends 6/1,New York,weather.com,Google Ad Manager,Smartphone,654902,1874,40733,477114,14,3178.610315
"South Bend-Elkhart, Indiana",South Bend-Elkhart,Indiana,South Bend,Retail,320x50,Sign up Today - 10% Off,Indiana,weather.com,PubMatic,Smartphone,239164,699,86250,198209,41,2819.935266
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Reach>Propensity Models>Hobbies and Interest>Sports>Boating,300x250,Subscribe Today - 10% Discount,Illinois,weather.com,Magnite DV+,Smartphone,564387,1984,78234,438695,6,2712.379678
"New York City, New York",New York City,New York,New York City,US>Financially in Charge>Performance Score: Top 50%,320x50,10% Discount - Ends 6/1,New York,weather.com,Google Ad Manager,Smartphone,12512,69,6240,9672,1,2298.888965
"Los Angeles, California",Los Angeles,California,Los Angeles,US>Reach>Propensity Models>Online>Pets,320x50,Subscribe Today - 10% Discount,California,weather.com,Google Ad Manager,Smartphone,68008,204,2996,49686,9,1923.808141
"New York City, New York",New York City,New York,New York City,US>Interest Propensities>Insurance>Lincoln Heritage,320x50,Sign up Today - 10% Off,New York,weather.com,PubMatic,Smartphone,61848,213,6581,44917,15,1819.893602
"New York City, New York",New York City,New York,New York City,Real Estate>Lot Size>Cozy Outdoor Living Space (Less than an Acre),300x250,Sign up Now - 10% Off,New York,weather.com,Magnite DV+,Smartphone,232635,666,34008,195803,39,1773.991882
"Chicago, Illinois",Chicago,Illinois,Chicago,US Demographic>Age>Specialty Age Range>21+,300x250,Subscribe Today - 10% Discount,Illinois,weather.com,PubMatic,Smartphone,180353,471,67637,145416,8,1720.881985
"New York City, New York",New York City,New York,New York City,US Mail Order Buyer,320x50,Subscribe Today - 10% Discount,New York,weather.com,Google Ad Manager,Smartphone,78433,204,24067,58308,16,1612.549327
"Chicago, Illinois",Chicago,Illinois,Chicago,US>Brand Propensities>Big Box Dollar General Buyer Propensity,320x50,Sign up Today - 10% Off,Illinois,weather.com,Index Exchange,Smartphone,194833,499,29091,143813,4,1586.314519
"Tallahassee, Florida-Thomasville, Georgia",Tallahassee,Florida,Tallahassee,OnAudience>Interest>News>International News,300x250,Sign up Now - 10% Off,"Florida-Thomasville, Georgia",weather.com,Index Exchange,Smartphone,197192,519,80623,181763,5,1584.731757
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Mobile Audience>Lifestyle>Arts Enthusiasts,300x250,10% Discount - Ends 6/1,Florida,weather.com,PubMatic,Smartphone,40519,111,6105,26283,10,1582.410977
"Knoxville, Tennessee",Knoxville,Tennessee,Knoxville,US>Interest Propensities>Music>Hip Hop and Rap,320x50,Sign up Today - 10% Off,Tennessee,weather.com,Google Ad Manager,Smartphone,254780,699,19169,182583,4,1561.021915
"Cincinnati, Ohio",Cincinnati,Ohio,Cincinnati,Lotame>Travel>Thanksgiving Travel,320x50,Sign up Now - 10% Off,Ohio,weather.com,Google Ad Manager,Smartphone,36543,147,18046,27358,6,1513.088728
"San Francisco, California",San Francisco,California,San Francisco,US>Sociodemographic>ConneXions Lifestage>F2 Suburban Spenders,320x50,Sign up Today - 10% Off,California,weather.com,Google Ad Manager,Smartphone,292885,796,12733,203986,4,1503.913054
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Travel and Tourism>Interest (Affinity)>Destinations>Africa,300x250,Subscribe Today - 10% Discount,Florida,weather.com,Smart RTB+ (Smartadserver),Smartphone,253577,890,66972,191183,44,1493.074494
"Chicago, Illinois",Chicago,Illinois,Chicago,Purchase-Based>Categories>Office Supplies Buyers,300x250,Subscribe Today - 10% Discount,Illinois,weather.com,Sharethrough,Smartphone,12280,90,7633,11053,5,1452.207361
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Online Behavior>United States>Sports>Extreme Sports,300x250,Subscribe Today - 10% Discount,Florida,webmd.com,Yahoo Exchange,Smartphone,14599,33,1779,12458,4,5092.559215
"New York City, New York",New York City,New York,New York City,US Financial>Likely Attitude and Behavior>Completely Disagree>When I Find A Financial Product/Service I Like I Typically Recommend It To People I Know (Financial),300x250,Subscribe Today - 10% Discount,New York,webmd.com,Google Ad Manager,Windows PC,16175,35,1923,15085,2,1649.069475
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Intent>Auto Buyers>New,320x50,Sign up Now - 10% Off,California,whatismyipaddress.com,Google Ad Manager,Smartphone,42830,160,24499,34496,5,6261.575724
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>The Changing Consumer>Home Learning,320x50,Sign up Now - 10% Off,Illinois,whatismyipaddress.com,Google Ad Manager,Smartphone,12209,147,3976,5219,4,3818.955182
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>B2B>Occupation>PropertyManager,300x250,10% Discount - Ends 6/1,Illinois,whatismyipaddress.com,Google Ad Manager,Apple PC,7447,10,4163,5586,19,3311.941246
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,US>Entertainment and Pastimes>Entertainment and Pastimes,300x250,10% Discount - Ends 6/1,Florida,whatismyipaddress.com,Magnite DV+,Smartphone,8545,20,3454,5510,2,2181.247949
"Miami-Ft. Lauderdale, Florida",Miami-Ft. Lauderdale,Florida,Miami,Travel,300x250,Sign up Today - 10% Off,Florida,whatismyipaddress.com,BidSwitch,Smartphone,12319,40,7028,10191,7,1668.016
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,US>AUTO>Auto Car Purchase Next Year>Yes,320x50,Subscribe Today - 10% Discount,Michigan,whatismyipaddress.com,Index Exchange,Smartphone,31359,66,18348,25950,24,1623.614838
"San Francisco, California",San Francisco,California,San Francisco,US Financial>Method of Payment>Other,320x50,Subscribe Today - 10% Discount,California,whatismyipaddress.com,Magnite DV+,Smartphone,15311,10,7757,12630,19,1471.187144
"Nashville, Tennessee",Nashville,Tennessee,Nashville,Online Behavior>United States>Arts and Entertainment>Events and Listings>Event Ticket Sales,300x50,Sign up Today - 10% Off,Tennessee,wikihow.com,Magnite DV+,Smartphone,23488,75,4620,22254,9,6667.727715
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Intent>Travel>Travel,300x50,Subscribe Today - 10% Discount,New York,wikihow.com,PubMatic,Smartphone,11789,20,6187,10028,3,6505.526456
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US>Quality-First Shopper Audience,300x250,10% Discount - Ends 6/1,Tennessee,wikihow.com,Google Ad Manager,Windows PC,16142,30,7064,15433,5,2209.650957
"Nashville, Tennessee",Nashville,Tennessee,Nashville,US Demographic>Preferred Language>Non-Hispanic,300x250,Subscribe Today - 10% Discount,Tennessee,wikihow.com,BidSwitch,Smartphone,37355,145,17138,35689,3,1577.366086
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>News>Weather,300x250,Sign up Now - 10% Off,New York,wikihow.com,Google Ad Manager,Smartphone,9404,30,4781,7943,4,1345.369
"New York City, New York",New York City,New York,New York City,Mobile>US>Sports>Basketball>NCAA College Basketball,300x250,Subscribe Today - 10% Discount,New York,wizofawes.com,Magnite DV+,Smartphone,13642,40,9830,11658,3,1731.271848
"New York City, New York",New York City,New York,New York City,Media and Entertainment>Television (TV)>Viewership,300x250,Sign up Today - 10% Off,New York,womenshealthmag.com,BidSwitch,Smartphone,14693,70,6597,13508,4,2047.348924
"Orlando-Daytona Beach, Florida",Orlando-Daytona Beach,Florida,Orlando,Online Behavior>United States>Intent>Shopping>Home Improvement,320x50,Subscribe Today - 10% Discount,Florida,wordunscrambler.me,Google Ad Manager,Smartphone,9357,60,1754,8343,10,6559.477756
"New York City, New York",New York City,New York,New York City,US>Interest Propensities>Activities and Interests>Ecommerce,300x250,Subscribe Today - 10% Discount,New York,wsj.com,Google Ad Manager,Windows PC,20459,40,12668,18613,4,1842.606513
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Autos and Vehicles>Brands>Vauxhall-Opel,300x50,Sign up Today - 10% Off,California,wsmv.com,Google Ad Manager,Smartphone,17382,100,7411,16576,8,5797.219977
"Jacksonville, Florida",Jacksonville,Florida,Jacksonville,Media and Entertainment>Movies>Enthusiasts,320x50,Subscribe Today - 10% Discount,Florida,wsvn.com,BidSwitch,Smartphone,13466,150,8684,11766,1,1527.176274
"Flint-Saginaw-Bay City, Michigan",Flint-Saginaw-Bay City,Michigan,Flint,OnAudience>Interest>Technology & Computing,300x50,10% Discount - Ends 6/1,Michigan,wunderground.com,PubMatic,Smartphone,23410,66,13626,22109,6,1930.180523
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Media and Entertainment>Audio and Video Streaming>Streaming Video,320x50,Subscribe Today - 10% Discount,Michigan,wunderground.com,OpenX,Smartphone,13713,151,8339,13051,5,1490.006197
"Los Angeles, California",Los Angeles,California,Los Angeles,Online Behavior>United States>Intent>Travel>Budget Travel,300x50,Subscribe Today - 10% Discount,California,yachtworld.com,PubMatic,Smartphone,10565,66,6248,10141,9,6236.113094
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Beauty and Fitness>Spas and Beauty Services,320x50,Sign up Today - 10% Off,Illinois,yahoo.com,PubMatic,Smartphone,888037,2841,370429,820340,42,8134.350524
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Finance>Accounting and Auditing>Accounting and Auditing,300x250,Subscribe Today - 10% Discount,Illinois,yahoo.com,Yahoo Exchange,Smartphone,1767940,4852,881525,1550866,78,7511.656191
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Life Event>University Graduation,300x250,Sign up Today - 10% Off,New York,yahoo.com,Google Ad Manager,Smartphone,1221746,3874,512107,1088748,19,7483.887187
"Chicago, Illinois",Chicago,Illinois,Chicago,Online Behavior>United States>Life Event>College Applications,320x50,Subscribe Today - 10% Discount,Illinois,yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,446774,1245,163786,374116,12,7248.231612
"Ft. Myers-Naples, Florida",Ft. Myers-Naples,Florida,Ft. Myers,Online Behavior>United States>Games>Arcade and Coin-Op Games,320x50,Sign up Today - 10% Off,Florida,yahoo.com,BidSwitch,Smartphone,120603,298,47405,100881,10,6633.532635
"Grand Rapids-Kalamazoo, Michigan",Grand Rapids-Kalamazoo,Michigan,Grand Rapids,Online Behavior>United States>Life Event>Movers,300x250,Subscribe Today - 10% Discount,Michigan,yahoo.com,Google Ad Manager,Smartphone,310255,970,105054,260998,14,6057.856722
"Memphis, Tennessee",Memphis,Tennessee,Memphis,Online Behavior>United States>Intent>Services>Pets,300x250,Sign up Now - 10% Off,Tennessee,yahoo.com,Magnite DV+,Smartphone,818919,1987,395852,699064,22,6012.102465
"New York City, New York",New York City,New York,New York City,Online Behavior>United States>Hobbies and Leisure>Special Occasions>Holidays and Seasonal Events,320x50,Subscribe Today - 10% Discount,New York,yahoo.com,GumGum,Smartphone,760502,2140,326721,700814,17,5179.041532
